text,emotion,bias/distortion,context,feedback/insight,behavioral_recommendation,progress_tracking,motivation,perception,habit,social_influence,attention,memory,trust,past_experience,decision_making,adaptive_behavior,identity,situational_trigger,cultural,text_clean,text_length,word_count,polarity,subjectivity,TextBlob_Analysis,cogdist_keyword_count,neg_emotion_word_count,tfidf_always,tfidf_never,tfidf_cant,tfidf_im,tfidf_feel,tfidf_everyone,tfidf_nothing,tfidf_must,tfidf_job,tfidf_family,tfidf_relationship,tfidf_think,tfidf_work,tfidf_career,tfidf_need,tfidf_should,date,big5_openness,big5_conscientiousness,big5_extraversion,big5_agreeableness,big5_neuroticism,quirk_cluster,peer_group,detected_distortions,distortion_count
"""My refugee sponsor family treats me like their own child. How can I ever repay this debt? My gratitude feels inadequate.""","guilt, gratitude","magnification, should statements",migration,Life-saving kindness with perceived unpayable debt,Embrace reciprocity through cultural bridge-building,Resettlement journey,Reciprocity motivation,Burden-of-gratitude perception,Overextension pattern,Host community expectations,Attention to kindness imbalance,Past trauma memory,Conditional belonging trust,Similar past guilt moments,Self-neglecting decisions,Difficulty receiving graciously,Grateful refugee identity,Cultural holiday situation,Reciprocity norms,refugee sponsor family treat like child ever repay debt gratitude feel inadequate,81,12,0.0,0.0,Neutral,0,0,0.0,0.0,0.0,0.0,0.5131067302687864,0.0,0.0,0.0,0.0,0.8583248122668219,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-10,0,0,0,0,0,3,0,['none detected'],0
"""After the layoffs, I kept my job while friends got axed. Their congratulations feel like salt in wounds I caused by still being here.""","guilt, gratitude","personalization, mind reading",work,Employment stability amid peer loss,Acknowledge feelings while maintaining professional value,Workplace survivorhood,Solidarity motivation,Unfair-survivor perception,Over-apologizing pattern,Corporate culture influence,Attention to former colleagues,Past layoff memory,Conditional job trust,Similar past guilt episodes,Hesitant success decisions,Difficulty owning workplace wins,Guilty employee identity,Restructuring situation,Job security anxiety,layoff kept job friend got axed congratulation feel like salt wound caused still,80,13,0.0,0.0,Neutral,0,0,0.0,0.0,0.0,0.0,0.5199778198716943,0.0,0.0,0.0,0.8541797626035632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-11,0,0,1,0,0,3,0,['none detected'],0
"""My sibling cares for our parents full-time while I live abroad. My financial support feels cheap compared to their daily sacrifice.""","guilt, gratitude","comparison, disqualifying positives",family,Distributed caregiving with perceived contribution imbalance,Schedule regular respite support and visits,Long-distance caregiving,Equity motivation,Absent-child perception,Overcompensation pattern,Family duty influence,Attention to sibling's burden,Past absence memory,Conditional familial trust,Similar past guilt moments,Extravagant gift decisions,Difficulty balanced contribution,Guilty expat identity,Parental decline situation,Filial duty expectations,sibling care parent fulltime live abroad financial support feel cheap compared daily sacrifice,94,13,0.1340909090909091,0.3,Positive,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-12,0,0,0,0,0,2,0,['none detected'],0
"""This scholarship changed my life, but I think about the equally deserving applicants who missed out. Do I really deserve this?""","guilt, gratitude","mental filtering, disqualifying positives",education,Opportunity with perceived undeserved advantage,Honor the investment through academic excellence,Educational opportunity,Merit motivation,Fraudulent-success perception,Overachieving pattern,Meritocracy narratives,Attention to hypothetical alternatives,Past rejection memory,Conditional achievement trust,Similar past doubt episodes,Extreme effort decisions,Difficulty internalizing merit,Grateful impostor identity,Award situation,Competition culture,scholarship changed life think equally deserving applicant missed really deserve,80,10,0.4,0.5,Positive,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2031-04-13,0,0,0,0,0,2,0,"['overgeneralization', 'mind reading']",2
"""My PTSD therapy works while veteran buddies still suffer. Their pain makes my progress feel like betrayal.""","guilt, gratitude","emotional reasoning, personalization",mental health,Healing amid peer suffering,Model recovery without abandoning peer support,Therapeutic progress,Loyalty motivation,Healing-as-abandonment perception,Progress concealment pattern,Military culture influence,Attention to others' stagnation,Past shared trauma memory,Conditional recovery trust,Similar past guilt episodes,Self-limiting decisions,Difficulty embracing wellness,Guilty survivor identity,Therapy milestone situation,Struggle glorification,ptsd therapy work veteran buddy still suffer pain make progress feel like betrayal,82,13,0.0,0.0,Neutral,0,0,0.0,0.0,0.0,0.0,0.5964186349945292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8026735400094254,0.0,0.0,0.0,2031-04-14,0,0,0,0,0,4,0,['none detected'],0
"""Adoptive parents gave me everything. But part of me grieves my birth family's loss - does this make me ungrateful?""","guilt, gratitude","all-or-nothing thinking, labeling",family,Complex identity with perceived loyalty conflict,Explore integrated identity with therapeutic support,Adoption journey,Belonging motivation,Split-allegiance perception,Emotional withholding pattern,Adoption narratives,Attention to dual losses,Past abandonment memory,Conditional love trust,Similar past guilt episodes,Identity suppression decisions,Difficulty holding complexity,Grateful but grieving adoptee identity,Family event situation,Adoption positivity,adoptive parent gave everything part grief birth family loss make ungrateful,76,11,-0.8,0.2,Negative,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-15,0,0,0,0,0,4,0,['none detected'],0
"""My disability accommodations work well, but I see others struggling without support. Receiving help feels like privilege theft.""","guilt, gratitude","personalization, magnification",accessibility,Needed accommodations with comparative guilt,Advocate for systemic change beyond personal access,Disability inclusion,Justice motivation,Resource-hog perception,Accommodation minimization pattern,Disability community influence,Attention to access inequality,Past exclusion memory,Conditional support trust,Similar past guilt episodes,Self-limiting decisions,Difficulty claiming rightful access,Guilty beneficiary identity,Accommodation situation,Disability rights,disability accommodation work well see others struggling without support receiving help feel like privilege theft,113,15,0.0,0.0,Neutral,0,0,0.0,0.0,0.0,0.0,0.5964186349945292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8026735400094254,0.0,0.0,0.0,2031-04-16,0,0,0,0,0,3,0,['none detected'],0
"""I got 50 likes in 5 minutes but now they've stopped. Was my post that bad? Should I delete it before more people see it flop?""","validation, social anxiety","mental filtering, catastrophizing",digital,Engagement fluctuation with perceived failure,Set time limits for post-checking,Social media use,Approval motivation,Conditional worth perception,Obsessive checking pattern,Social media metrics,Attention to engagement dips,Past post failures,Fragile online trust,Similar past anxiety episodes,Deleting decisions,Difficulty maintaining perspective,Fluctuating popularity identity,Posting situation,Viral culture,got like minute theyve stopped post bad delete people see flop,62,11,-0.6999999999999998,0.6666666666666666,Negative,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-17,0,0,0,0,0,3,0,['none detected'],0
"""The interviewer smiled at my answer but then wrote something down. Was that good or bad? I should have given a more impressive example.""","validation, social anxiety","mind reading, should statements",professional,Ambiguous feedback with imagined negative subtext,Prepare talking points without over-rehearsing,Interview skills,Hiring motivation,Threat-focused perception,Post-interview rumination,Professional judgment culture,Attention to subtle cues,Past interview failures,Diminished interview trust,Similar past anxiety episodes,Over-explaining decisions,Difficulty tolerating uncertainty,Nervous candidate identity,Interview situation,Performance perfection,interviewer smiled answer wrote something good bad given impressive example,75,10,0.4,0.6166666666666667,Positive,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-18,0,0,0,0,0,2,0,['none detected'],0
"""My date texted 'had fun' but hasn't suggested meeting again. They're just being polite, right? I probably talked too much about my niche hobbies.""","validation, social anxiety","mind reading, personalization",dating,Positive interaction with assumed hidden rejection,Wait 48 hours before follow-up analysis,Dating navigation,Connection motivation,Assumed disinterest perception,Over-analysis pattern,Dating game culture,Attention to response gaps,Past dating rejections,Fragile romantic trust,Similar past anxiety episodes,Premature withdrawal decisions,Difficulty accepting ambiguity,Awkward dater identity,Post-date situation,Dating indirectness,date texted fun hasnt suggested meeting theyre polite right probably talked much niche hobby,92,14,0.26190476190476186,0.3119047619047619,Positive,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-19,0,0,0,0,0,2,0,['none detected'],0
"""The professor praised my paper to the class but said 'interesting methodology.' Was that a backhanded compliment about flawed research?""","validation, social anxiety","magnification, mind reading",academic,Positive feedback with suspected hidden criticism,Request specific feedback during office hours,Academic development,Mastery motivation,Doubt-filled perception,Achievement downplaying,Academic critique culture,Attention to qualifiers,Past criticism memory,Conditional academic trust,Similar past anxiety episodes,Over-correction decisions,Difficulty accepting praise,Anxious scholar identity,Feedback situation,Intellectual humility,professor praised paper class said interesting methodology backhanded compliment flawed research,96,11,0.0,0.5,Neutral,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-20,0,0,0,0,0,2,0,['none detected'],0
"""My joke got laughs but one coworker looked annoyed. Now the whole moment feels ruined. I should stick to safe topics at work.""","validation, social anxiety","mental filtering, should statements",professional,Successful humor with isolated negative focus,Observe natural humorists' recovery techniques,Workplace socialization,Belonging motivation,Threat-tinged perception,Social restraint pattern,Office politics,Attention to dissenters,Past humor misfires,Fragile social trust,Similar past anxiety episodes,Overly cautious decisions,Difficulty maintaining social ease,Tense coworker identity,Office banter situation,Professional persona,joke got laugh one coworker looked annoyed whole moment feel ruined stick safe topic work,89,15,0.15,0.45,Positive,0,0,0.0,0.0,0.0,0.0,0.5964186349945292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8026735400094254,0.0,0.0,0.0,2031-04-21,0,0,0,0,0,2,0,['catastrophizing'],1
"""Friends said they missed me at the gathering I skipped, but their photos looked fun without me. Were they just guilt-tripping?""","validation, social anxiety","mind reading, comparison",social,Social inclusion with perceived insincerity,Take statements at face value unless contradicted,Friendship maintenance,Belonging motivation,Exclusion-focused perception,Social skepticism pattern,Group dynamic influence,Attention to social proof,Past exclusion memory,Conditional friendship trust,Similar past anxiety episodes,Isolating decisions,Difficulty accepting inclusion,Marginal friend identity,Group event situation,Social authenticity,friend said missed gathering skipped photo looked fun without guilttripping,75,10,0.3,0.2,Positive,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-22,0,0,1,0,0,2,0,['none detected'],0
"""The client said 'good job' but seemed distracted. They probably hated it but didn't want confrontation. My work isn't actually professional grade.""","validation, social anxiety","disqualifying positives, mind reading",work,Professional approval with assumed hidden dissatisfaction,Request specific feedback for improvement,Client relations,Quality motivation,Fraudulence perception,Self-deprecating response,Corporate politeness culture,Attention to nonverbal cues,Past client dissatisfaction,Fragile professional trust,Similar past anxiety episodes,Over-revision decisions,Difficulty accepting competence,Imposter professional identity,Deliverable situation,Workplace indirectness,client said good job seemed distracted probably hated didnt want confrontation work isnt actually professional grade,116,16,-0.033333333333333354,0.46666666666666673,Negative,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7735472867000829,0.0,0.0,0.0,0.6337385858845427,0.0,0.0,0.0,2031-04-23,0,0,0,0,0,2,0,['overgeneralization'],1
"""My parents said they're proud but mentioned cousin's achievement in same breath. Is my success only good in comparison?""","validation, social anxiety","comparison, mental filtering",family,Familial praise with perceived conditional worth,Initiate dialogue about individual affirmation needs,Family communication,Unconditional acceptance motivation,Comparative worth perception,Achievement ambivalence,Family comparison culture,Attention to qualifiers,Past conditional praise,Conditional family trust,Similar past anxiety episodes,Overachieving decisions,Difficulty internalizing pride,Trophy child identity,Achievement situation,Competitive family culture,parent said theyre proud mentioned cousin achievement breath success good comparison,84,11,0.6,0.5333333333333333,Positive,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031-04-24,0,0,0,0,0,2,0,['none detected'],0
